VIN|StreetName|VehicleMake|Date Reported
3FUSC77HUGX3856|KAIAU AVE| porsche|6/12/2013
2QMJE80TKHS533450|CATHERINE ST|renault|8/14/2016
5SRNK68CTDI804011|CATHERINE ST| dodge|9/26/2017
4ZABD54RMFU975003|CATHERINE ST| nissan|11/8/2016
1PNCZ58XDGN636002|KONIA ST| nissan|6/1/2011
4XPEC13KHEN107393|KONIA ST| bmw|5/25/2016
1ZSTU25QUJA417732|KING ST (NORTH)| mercury|5/16/2015
4TXTG29MZZB987754|ANAUNAU ST| peugot|1/19/2011
2LMGW73JZTS360517|KING ST (NORTH)| audi|9/22/2016
4MDCR30PCIO572189|KING ST (NORTH)| volkswagen|11/4/2012
2HPMR81JYTY538874|KING ST (NORTH)| nissan|5/24/2014
2KVBM94POES462691|ALA AKAU ST| honda|12/27/2017
1DZLX29KAFM581393|17TH AVE|mitsubishi|1/8/2014
2FZTB31XLQX152412|UPAPALU DR| honda|7/17/2015
1JFXR39JCEW979763|FARRINGTON HWY| dodge|12/21/2013
4XHVC86NKOY170284|PATY DR|isuzu|1/13/2011
1OLPL70IPGK987225|KEPUHI ST| mercedes-benz|7/13/2012
3TKPH85ZFPD120775|AIALII ST| nissan|7/9/2017
2MYRV74QXFJ172422|HOOLI CIR| alfa-romero|7/22/2017
3EBKI13BNAU168713|AIALII ST| nissan|3/3/2011
1XFON20IFVD769877|WAHANE ST| porsche|12/27/2011
4RBUV54LUPM187154|KILINOE ST| honda|10/14/2014
5AVKI79QKZI420987|PUPUPANI ST| peugot|4/23/2017
2RGNR0ITTG747128|KAHAKAI DR| toyota|4/27/2011
1KJZM60HGUE232313|KINAU ST| plymouth|9/30/2016
4PTTM12SHGK734135|IKEANANI DR| saab|8/24/2017
2WRRC67JZFQ720356|IKEANANI DR| alfa-romero|8/31/2017
1UZCD71SPSJ268467|WINAM AVE|mitsubishi|4/27/2017
1CPKY64NUZB800594|PUHAWAI RD| dodge|11/22/2016
1QTML54GXME468631|PUHAWAI RD| dodge|5/20/2015
1PMUD53ZEJW981530|PUUHULU RD| toyota|12/31/2015
3RAQF4VCUS728899|KUKUI ST (NORTH)| subaru|3/23/2013
1CZDS16YZWG56875|KAWAEKU ST|renault|2/25/2014
4ZJMU84OSLW776189|HINANO ST| chevrolet|11/3/2014
4WXUN67YIDB958865|PINAO ST|renault|4/12/2017
3QTCQ1KOVP190017|ILAUHOLE ST| toyota|6/6/2011
2XBRJ66ABWJ382708|KAHUHIPA ST| toyota|5/14/2011
2PIZW83FKKH793413|OMAO ST|isuzu|7/19/2013
4SJDM82WXUG834206|MAKIKI ST| dodge|8/19/2014
2MMEM49RIFM36236|MISSION LN| toyota|5/27/2013
5UFWC2RBLU485362|KIMO DR| peugot|2/18/2013
3ESBI16AWGG320299|KAIHUOPALAAI ST| mercedes-benz|9/5/2017
2NEUX74ETTV315695|MAKAUNULAU ST| plymouth|11/20/2014
4DKZA51QMYY721368|KAIOLI ST| mazda|11/26/2016
3VQFI97ZEYU817774|OLD FORT WEAVER RD| honda|2/12/2016
3REAJ18WTQZ162103|HOOHIKI ST| toyota|3/8/2012
2XESE69IKNU363356|KEAWE ST| peugot|11/19/2011
3OECQ32VZTN257428|KAKAE PL| bmw|10/13/2016
5SVNF77DRYU60112|PALEKAIKO ST| volkswagen|11/5/2011
1MXKU71ZZKQ113941|LILIANA ST| honda|7/18/2013
5ZNZE46QIES116657|LEIALOHA AVE| mercedes-benz|4/4/2016
3DUQD26TJLN623943|KOA KAHIKO ST| toyota|7/28/2012
5GKGV1QRLI739879|MERCHANT ST| toyota|12/28/2012
2JNBL84NCIP929207|ANAUNAU ST|mitsubishi|9/13/2016
5GXAO65TKGU266155|KULIOUOU RD|mitsubishi|9/17/2012
3RDIJ89HOSS625380|DOMINIS ST|mitsubishi|8/31/2016
3PDKV58QZQU627307|HOOLANA ST| volkswagen|4/25/2017
2HEWU81LWWX312245|LIPOA PL| nissan|6/1/2017
1RTMI14AQSE718520|VALLEY AVE| mercury|2/9/2011
5VZLW42BKNI18702|ANAPUNI ST| volvo|10/9/2011
5GFEN63UWFW680053|PAANI ST (MAKIKI)| subaru|9/25/2016
4ZHEZ15AZVJ217661|KAWANANAKOA PL| nissan|1/21/2016
2BRUF95BMQJ693328|KAKAE PL|isuzu|2/29/2012
4NOTO90YMPT520125|KAKAE PL| jaguar|5/5/2012
1WSDA34MWGP36669|ILIAINA ST| mercedes-benz|11/7/2014
3QXOA13JUGA836328|UPPER ST| volvo|3/2/2012
1FASC93YNFN375267|NALANUI ST| audi|11/1/2014
4MXDN56NIKD732454|NALANUI ST| plymouth|3/9/2017
3XGPY95XAHZ749997|WATER ST| saab|4/7/2016
3XWXB29XIGB898572|MAGAZINE ST|isuzu|7/17/2013
3CEYQ41XGCL521856|LIKINI ST| peugot|9/3/2017
4COYJ10YTHN44937|LUAPELE PL| bmw|12/27/2016
2XKCP80NHRQ637594|COOLIDGE ST| peugot|11/20/2013
5XOTA85DBHB947828|COOLIDGE ST| subaru|2/26/2015
4SNUQ29WYXT328371|AUYONG HMSTD RD| bmw|1/14/2016
2VROX81FOQJ343614|MALAHUNA LP| volkswagen|4/24/2012
2OYXQ52ENHG110818|KAIMALIE ST| audi|11/25/2017
1BKGB89XVHJ259970|MALAHUNA LP| saab|5/28/2011
5MLBI24GCUZ587823|MALAHUNA LP| alfa-romero|3/17/2013
2JVSG66CMQW528755|MALAHUNA LP|mitsubishi|7/25/2015
1DLBM7JSEF194481|KIHEWA PL| toyota|10/6/2016
3QOIA67GEBM297782|KIHEWA PL| mazda|11/19/2011
5LJRU12LCYP425895|KIHEWA PL| subaru|6/22/2016
1XNXV34JDWJ344833|PAHUWAI PL| toyota|5/7/2014
1RNLE89WCYY77975|PAHUWAI PL| honda|2/16/2017
3MHRW65VZII758795|PAHUWAI PL|renault|6/5/2014
4ZYCA33BLVJ95820|PAHUWAI PL| jaguar|3/26/2011
2OWXY32BPZE367207|PAHUWAI PL| honda|6/15/2015
2DTNY29ACDH941206|PAHUWAI PL| mazda|2/15/2013
4XMEK36YKDM385733|PAHUWAI PL| plymouth|8/13/2011
1RJOH54BHJM426402|OSWALD ST|mitsubishi|2/13/2012
3EUTS13RXIP14973|IWI WAY| nissan|12/14/2011
5HRNT23AATD522520|KUILEI ST| mercury|6/9/2013
1PIFC47QIYO26791|MOKAPU BLVD|isuzu|11/11/2013
5TBHL97ALHB762512|NOHEAIKI ST| saab|9/2/2014
2WZQT82WUAS520542|ALALOA ST| volvo|1/31/2015
4LADD71KKDC848043|WAILELE RD| peugot|7/8/2016
3MWPH31CDAT16972|POLINA PL| audi|7/18/2013
1QKLF4IBIW203496|CENTER ST (WAIALAE KAHALA)| honda|1/20/2013
3NBRQ40TMBY336315|MANO AVE| mercedes-benz|12/12/2014
4KRJI25IAIP887606|LALAI ST| peugot|5/9/2015
3SEPJ52SRRQ286421|HALA DR| chevrolet|9/13/2012
1PFVQ88BWVE618781|MAHALANI ST| plymouth|7/9/2011
1BOHT85HZUF547118|HOKUULA LP| audi|4/22/2016
3WTNH46WANJ346288|ULUMAIKA ST|isuzu|11/16/2013
1LBGG50RGNQ589455|KUAHELANI AVE| mercury|4/10/2017
2XBAQ40NRWJ78563|LELEULI ST| plymouth|9/8/2016
2JESV53BDZV541201|HALEIWA RD| porsche|11/4/2015
4SAYE97VMJD952209|KAPIKI RD| plymouth|9/1/2011
4HDRX91XPIY159146|KIPUKA PL| porsche|5/27/2011
3ZEPM60ZJWV515722|KEWALO ST| alfa-romero|10/7/2016
5CNFN39DLVY926925|KEANU ST| volvo|11/28/2016
4ZCIV51QPPP87352|SCHOOL ST (NORTH)| bmw|3/18/2015
2NNEJ51QTUJ867931|KAHUAILANI ST| chevrolet|7/19/2013
3ZJZB66RILE232815|LIHOLIHO ST|renault|1/3/2013
4CHTH14PVKH44590|AWAIKI ST| volvo|11/7/2015
2JTOD39PJHM908024|LIHOLIHO ST| audi|8/1/2017
2WUZQ59SSQA350045|AIALII ST| subaru|10/26/2015
3BIJF39VTVO930075|AIALII ST| nissan|3/21/2013
5WKRU13LINV165665|HOOWALI ST| peugot|6/5/2011
1TWJP45GOYR870164|NALII ST| mercedes-benz|12/9/2011
5BSZB24WNKZ647715|WAILELE RD| volvo|5/20/2017
5LPFP48ROII797932|WAILELE RD| volvo|1/23/2015
3RBVN59SIST108350|HOPAKA ST| mercury|8/26/2015
1MIQL12AGZA557150|HOPAKA ST| volkswagen|6/3/2012
4FQHU83TDCY167392|HOPAKA ST| audi|9/21/2016
1HMSX93ROQE509357|HOPAKA ST| saab|7/20/2014
4TIAB31LAUS209804|ELM ST|renault|1/9/2011
1IPAP28HRIV655714|MALUAWAI ST| porsche|6/26/2011
4NHHR62UYZJ605011|LUMIAINA ST| peugot|12/15/2011
3CIBM66DSIY361074|APOEPOE ST| toyota|10/19/2013
4VIZB54QDHS943475|NORTH RD| jaguar|5/11/2015
3CDJL82SNHS434420|LUMIIKI ST| jaguar|5/9/2016
3UKYQ51KVSL928605|LUMIIKI ST| toyota|4/6/2016
4YJUV61JSMD834721|LULUKU RD| subaru|3/19/2011
4NETM86WODR305080|NIHI ST| toyota|1/24/2015
1DTLB87ZWDL110176|LIMA ST| chevrolet|5/14/2011
4UQNL11DCSW54770|GULICK AVE| nissan|3/2/2011
1UGKU50SORS924814|GULICK AVE| volvo|6/22/2011
1TXQB92ZNVZ271762|KAINALU DR (NORTH)| dodge|11/10/2017
3NNCM77QSZX49737|LANIPAA ST| volvo|9/28/2015
3QGJO27JMNX799940|LANIPAA ST|renault|5/24/2013
1LDEY48YOQN462864|AHUULA ST| bmw|10/15/2014
2YBFZ17KYQN359776|LOKOWAI PL| saab|9/21/2012
3RZAR96KXMO699971|LOKOWAI PL| bmw|11/7/2012
5GNAA48NRFX322582|SIERRA DR| saab|3/18/2013
4HATC5AGFF916523|LOKOWAI PL| jaguar|9/29/2014
3QPBV18FVTW828281|LOKOWAI PL| mercedes-benz|11/23/2017
2YRIT50PMWU929994|KANUKU ST| audi|11/8/2011
5WBPS39UICD958309|KANUKU ST| mercury|10/28/2016
3SBEF61ADJA386202|ALA MAKANI PL|isuzu|7/3/2015
5SQXE41CRSG30837|KOKOKAHI PL| alfa-romero|9/13/2011
5EIEK26SJDI901407|MAKAUNULAU ST| subaru|4/29/2011
3TTZL79OJMW789478|PUUHULU RD| alfa-romero|8/17/2012
2VBIL49NPAO82070|KAWAIPUNA ST| dodge|1/3/2014
2NGOO10PWEB112161|UKEE ST| dodge|12/22/2015
5GZRC48QBUJ103749|UKUWAI ST| audi|8/23/2015
3JJXV87IMOE690411|DATE ST|renault|11/14/2013
2TMKJ45YWFU522991|KANAHALE RD| audi|11/19/2014
4FJYA77AEOX607273|LIME ST|renault|2/27/2015
5GGDQ8YAOF993245|LIME ST| porsche|9/21/2013
2XECB67EFDW560586|LIME ST|mitsubishi|8/31/2016
2CUJI13ECXN672277|LIME ST| volvo|5/11/2015
3CMKR29YQOM524686|LIME ST| audi|9/18/2017
4VORE57FSCX292781|WILIWILI ST| mercedes-benz|8/10/2015
4TTLR83FDOI404178|LIME ST| subaru|5/29/2012
5EEPW44TDRF898018|LIME ST| mercury|7/23/2011
3DEYC90EXDZ19857|NORTH RD| porsche|12/12/2016
2WXMZ35NMSO34504|NORTH RD| saab|5/3/2013
2SMBZ86IFLJ967420|HINANO ST|mitsubishi|12/12/2015
3GDAT75BPFO224230|NIHI ST|renault|6/26/2015
3KIOD7BNDD173781|KILAUEA AVE| volvo|6/2/2017
3EVVO54EGDD360794|WAIKUPANAHA ST| volkswagen|5/7/2015
1SFHQ1SPVX983049|MCNEILL ST| volvo|5/13/2013
3KWFJ77KTUC149099|MCNEILL ST| volkswagen|9/9/2013
5MDUV85MPXF262039|MCNEILL ST| nissan|7/18/2016
2VWVO40KWLD611569|MCNEILL ST| mercury|8/5/2013
4LBGA53NYSW261990|PEKE LN| bmw|5/3/2013
1FBJM14TKWM788385|MAKAUNULAU ST| audi|10/19/2013
2DEZB73OVGV348373|AHE ST| mercedes-benz|3/20/2017
1JIOO72GLXT991515|AHE ST| toyota|12/23/2012
3TDVA63AQVS220859|UKEE ST| volvo|8/28/2014
2LBLP72IDJT117945|UKEE ST| subaru|3/4/2017
1ZRRT59TESK582398|PAPAU ST|renault|8/29/2012
4PPCU4JTXN350044|PAPAU ST|isuzu|6/15/2014
4QUIM27UVYL399566|HOILIILI ST| mercedes-benz|2/5/2013
4DMSH96SUTB969731|KAAMILO ST| saab|1/12/2015
1EZUG20XVFY82177|LAUIKI ST| saab|9/22/2014
2ASUE96APSQ808220|MONTE ST| mazda|4/3/2013
4TYSN40YJUS306325|KEALOHI ST| saab|3/29/2013
1JBGY77TSFL506218|KAHUHIPA ST| audi|6/4/2017
5AJJY44CNBX654870|HALOA DR| plymouth|7/2/2015
5YPAW7QFAH331722|ALA NAPUAA PL| honda|4/14/2014
2GCDP42BDJN77533|8TH AVE| nissan|4/26/2014
2VPIT56VPGN381704|8TH AVE| plymouth|2/19/2015
1QAIH18ELKB800116|8TH AVE| mercury|1/28/2017
5NUQF84PBKT749294|8TH AVE| honda|1/15/2016
2UEWE76LQTO406651|8TH AVE| jaguar|1/29/2015
5RNLH53GXSQ364349|LANIKAULA ST| plymouth|2/13/2015
3XDNU30GFWE786665|8TH AVE| peugot|6/11/2011
4OUCR57SDAO418741|KAMAHAO ST| volvo|8/27/2012
3FXWA32YQGS11667|KAMAHAO ST| jaguar|10/19/2015
2UKMK7EMVX104211|KING ST (NORTH)| bmw|7/24/2015
3UDYV49DBUN499608|KUPUNA LP| dodge|11/28/2013
2CQAY14AGEP90736|MOKAPU BLVD| saab|5/4/2012
5RESP95QWFY214166|KING ST (NORTH)| porsche|2/2/2016
4RMPO76JQRL129600|HOOLI CIR| alfa-romero|5/10/2014
4IWKM86ZAKF744524|MAILIILII RD| honda|12/19/2015
1JYYG14UQYN811274|MANUWA DR|isuzu|12/10/2016
5LBEW54GQIM542556|SPRECKELS ST| volkswagen|6/20/2015
2VVEL3IPTP976467|AU ST| volvo|5/18/2013
2GSOF32SYDJ996685|SHERIDAN ST| porsche|4/22/2013
1MKIA67CRMO675806|SHERIDAN ST| alfa-romero|1/27/2011
4DAJS77FULD335274|SHERIDAN ST| volvo|9/3/2015
4BKWH74HWEL351960|AIALII ST| peugot|3/6/2013
1CTLJ65VHQI34851|AIALII ST| dodge|1/26/2017
2WJWX53OOEN511375|KAWANANAKOA PL| mercedes-benz|6/30/2017
3IKEI58FSBJ218238|PUPUPANI ST| bmw|9/11/2013
2HIDV56BVTM963360|KAAMILO ST|renault|4/6/2014
2TBZN22SFJP130843|KAM HWY| mercedes-benz|7/5/2013
2SCUG19NZXP425632|HOOMAALILI ST| chevrolet|5/19/2015
3XTUF66ATDA417246|HOOMAALILI ST| porsche|11/1/2014
4LTFR21HEQF184935|SALT LAKE BLVD| toyota|9/10/2014
1GZRW4YYSD963989|AHE ST| chevrolet|2/4/2011
4DKUL4OLXV325127|KEANU ST| peugot|7/11/2016
5VXPV38OIQB260955|KILIPOE ST|renault|12/27/2017
4TMXB58FZNU386871|ANAPALAU ST| bmw|2/18/2014
3GPYU3BAXM836325|KAULAHAO ST| mercedes-benz|1/11/2012
2FPSY23RXWI622297|HOALA ST|renault|3/26/2016
2BXIQ94KBBK156424|LEOKU ST| plymouth|8/13/2014
4NFAT33DBFK459427|FARRINGTON HWY| peugot|7/4/2011
4FCKG81XKNU581745|ALA ILIMA| volkswagen|7/9/2016
3LRCJ94KDZU845216|NENELEA ST|renault|3/21/2016
4GIPU47YBHI20188|BENNION DR| toyota|5/10/2013
2OHCE47RAUL300803|MILOIKI ST|isuzu|7/25/2015
3JGEE93DPGV605142|HUNALEPO ST| honda|3/8/2015
2RUVQ29FGBK505151|NAPUANANI RD| alfa-romero|2/6/2017
3VKLT26KVCT890840|KANEOHE BAY DR| jaguar|4/6/2014
2QDCV18NUHQ293905|HOKUALA ST| toyota|4/27/2011
4FQSO69VAOM617133|LEAHI AVE| porsche|5/15/2016
3JPGK38DKOB276807|16TH AVE| toyota|9/29/2016
3YPQN37KDOB68018|AULII ST| volvo|1/26/2017
5EVYA74UKIX370830|LAUIKI ST| subaru|10/15/2015
2RDTL50UYXS919750|WAENA ST| dodge|10/17/2015
4ESDE45WBLV716206|HALEKOA DR| jaguar|11/13/2017
5LYCA45IOQL788260|AWANEI ST| toyota|2/13/2015
2TULQ10EWBF680470|APUU ST| dodge|6/5/2015
4PNVH17LISJ339496|SPRECKELS ST| dodge|8/13/2016
4XCMS19MPPG801744|SPRECKELS ST| audi|2/21/2012
5MGTO60PJXF197915|DOLE ST| nissan|1/26/2016
5LHJU79MAVY541674|NOONOO ST| plymouth|8/2/2017
2IWTA38YKDX629539|SPRECKELS ST| dodge|5/6/2013
5GLJU40AECL572042|DOMINIS ST|isuzu|10/25/2011
3RLIA45QGDH955188|LEOKU ST| volkswagen|8/11/2012
4GIXZ15DDZP655521|LEOKU ST| mercedes-benz|1/25/2014
1BIDT72JKHF21531|HALUPA ST| mazda|10/28/2015
2IOTQ13ACCG243635|POOLEKA ST| mercedes-benz|2/8/2012
1YWZR14RZJW61968|WILHELMINA RISE| volvo|6/19/2015
5AYBB49WSOT104110|YACHT CLUB ST| peugot|5/22/2015
3RPJT10ZSMG580175|WILHELMINA RISE| subaru|5/10/2012
2ALMV70ZGJI30612|HIHIWAI ST| jaguar|12/14/2012
5LPFM5ZDNW228044|HIHIWAI ST| peugot|4/30/2013
2DNLL24KKLN374530|UNIVERSITY AVE| peugot|9/26/2017
5THOV5HURR142552|AUYONG HMSTD RD| alfa-romero|4/30/2013
4DTQB84ASWB913026|HOLOMALIA ST| mercury|12/17/2014
2KMXJ50KKXJ855210|MANUWA DR|isuzu|11/10/2014
4DACB83WFWH243690|ULULANI ST| mazda|2/2/2015
2CKUG31BUDK893356|KEKUANONI ST|renault|9/20/2015
2ERFL72LLDS916849|KEKUANONI ST| chevrolet|2/10/2011
1UFPK87PFEB263463|KEKUANONI ST| nissan|12/31/2015
3KPTX75UUET548359|KAM IV RD| porsche|12/21/2017
5BMUB96TMQW461021|EWA BEACH RD| dodge|3/26/2014
5YQIC2YUCO252021|KAHIMOE PL| mercedes-benz|5/17/2013
2OYGP37OSRJ530923|MALAHUNA LP|mitsubishi|11/23/2015
2LQGL71NGGP482128|MALAHUNA LP| honda|10/7/2014
4CBPG52COMW165222|MALAHUNA LP| volkswagen|4/24/2016
4NRUN60QGEC678839|MALAHUNA LP| audi|1/19/2017
1YAUG26KJCE657889|MALAHUNA LP| saab|11/26/2016
1GYTE99FJXO231964|MALAHUNA LP| alfa-romero|3/25/2011
1GBFC77VNNF354706|MARY ST| mercury|5/29/2012
5WEVT23TXUS471500|MAKAUNULAU ST|renault|7/24/2013
5BWXH77TCLD136580|MOOLELO ST|isuzu|7/9/2015
1AEZD18IOLN22566|AIALII ST| plymouth|11/22/2017
3CPFD34QZRZ189751|AIALII ST| mazda|3/1/2011
2IRKF76XCKI909087|ILIAINA ST| chevrolet|1/12/2015
3VLJX79MTSQ631713|ALA KAPUA| bmw|3/1/2016
1JOCF21DAIU2038|POKOLE ST| volvo|9/15/2015
4BBQT13MSSH794386|KEKUANONI ST| jaguar|8/10/2014
3NLVE67PADG757063|KEKUANONI ST| dodge|4/17/2017
5AUCM18HGCA921439|KAKALA ST| dodge|9/28/2017
4VVTV62NFOH460646|KAIAU AVE| mercedes-benz|1/29/2014
4PCMS64IHUB476940|KAIAU AVE| mazda|8/20/2012
4JQEF23VJGZ460801|LANAKOI ST| chevrolet|11/17/2016
1GOEM57NOFE180042|WAIPIO UKA ST|isuzu|12/19/2016
4INWO39BKRL910093|LAUNAHELE ST|isuzu|6/1/2014
1DEUT33MUGU971537|PUPUPUHI ST|renault|6/2/2014
3WOVD59EWPJ898524|NAMAHOE ST| plymouth|5/3/2017
5BHDQ17SYOZ82341|KOAHEAHE ST| mercury|6/16/2013
4VAJG92TNIC957823|KEALAHOU ST| peugot|11/1/2011
1KWIM5HOWS490754|NIULELO PL| volkswagen|1/4/2014
3LWSY44MGLP671658|HOENUI ST| bmw|1/11/2011
2HSYI66IYSW88591|KUAHONO ST| mercury|9/17/2017
1EYSZ7GBKY369241|KIPAPA DR| porsche|7/4/2016
4TOYE41CTHZ469031|LEILOKE DR| jaguar|2/22/2014
3VTPO99EMND849587|OLOKELE AVE| honda|2/6/2016
2POYG42ZEDY41078|OLOKELE AVE| alfa-romero|5/9/2014
4ZSWP22TOOW111732|OLOKELE AVE| mercury|12/21/2017
5APRB45QINB992062|HAKIMO RD| jaguar|12/4/2013
5QTIU6YEJQ490891|HAKIMO RD| peugot|11/7/2015
1VIKG2YMUJ394007|HAKUPAPA ST| peugot|10/4/2015
1IQKM53FDNW900755|HAKUPAPA ST| chevrolet|10/9/2016
2GQRA75NDIY943908|KEOKEA PL| mercedes-benz|3/16/2013
3LPER48NGZX231726|MAHINAHOU PL| mercury|3/28/2015
1UIAQ94SGPD949592|MANUAIHUE ST| volvo|12/24/2013
5WKJQ36ECJH350578|INANA ST| nissan|10/18/2016
1GTOE49LBUF873435|WAILELE RD|isuzu|6/9/2015
2KYMV79JVIM921738|AHUA ST| nissan|6/9/2013
2YAZT22GWRX615582|MCNEILL ST| volkswagen|7/28/2017
1QCBD50NBUW714638|MCNEILL ST|mitsubishi|4/19/2016
2RFCW65UFWV21252|MCNEILL ST| mercury|10/18/2016
3RQOW98MHIH271471|18TH AVE| mercury|2/26/2017
5ZRUF12ULAP550151|PUUHONUA ST| bmw|6/26/2011
2RWLH71IVJQ522719|LANIKAULA ST|renault|6/6/2016
3JRUM17GBAR767921|LANIKAULA ST| plymouth|5/16/2011
5AHSB69MJWJ826485|LANIKAULA ST| alfa-romero|12/2/2012
4KOAY79FTVZ975017|LANIKAULA ST| porsche|5/2/2016
2TLSI77JVZO871250|LANIKAULA ST| audi|5/11/2015
5MBIQ87HECQ111665|LANIKAULA ST| porsche|5/31/2014
3VZHX83GSQA116155|KAMAHAO ST| honda|6/24/2012
4ACQG60ZZLY318960|KOAHEAHE ST|isuzu|5/8/2011
4UUMO42OZLY253805|PUOWAINA DR| audi|12/24/2016
3UPOA59ESHG346376|KOAHEAHE PL| honda|8/6/2014
5TYCI88FWRN434422|BERNICE ST| mercury|1/26/2016
5OGZR41JOPB480423|ST LOUIS DR| mercedes-benz|3/23/2015
2GKPN99DRIS377875|HAUSTEN ST| dodge|5/18/2012
2TMSQ19DIHR29707|EKELA AVE| chevrolet|11/8/2013
5BAYI82WROP248352|HOOHAI ST| bmw|1/6/2017
3BVNQ63AJJU307867|HONEHONE ST| nissan|9/30/2014
2ZVRI54YVXW217734|JUDD ST (SOUTH)|mitsubishi|1/25/2013
1CZRY98NNSA33953|KILOHANA ST| mercury|9/5/2011
2PQBY67ESOF112114|SILVA ST| toyota|3/13/2016
5ECTP1DSQZ716265|AWANEI ST| saab|10/12/2012
1KNCZ48SZCS379327|KAWELOALII PL| peugot|10/5/2016
3YDHX41CQSB658418|MOELIMA ST| volkswagen|7/14/2012
4CILQ72DFBH112344|AWANEI ST| audi|12/21/2011
3SKCM23HSZU466172|PALANI AVE| peugot|11/15/2011
3BOHT39GQQF931139|GREEN ST| dodge|5/28/2015
1ZTHI96LRFF283041|PINAO ST| subaru|11/24/2013
3LLZO97NGFG948437|PUANOHU PL| honda|3/3/2011
5EJDH81ISRC75820|KARSTEN DR| audi|12/24/2016
3TNHO22BXTP988312|KARSTEN DR| saab|12/24/2011
1TRZH4RDJV92824|KARSTEN DR| volkswagen|10/7/2017
3ATPR17CMWK798188|KARSTEN DR| mazda|2/28/2015
1HALM28EKDJ430726|PAALEA ST| audi|1/15/2013
3GYJP32IUMD587878|KARSTEN DR| peugot|11/9/2014
5IJDW99JVAF855597|MONEHA PL| toyota|7/20/2017
1XLQF4KNEQ246809|HOOKANIKE ST| volvo|4/12/2012
4MMFN42UAIP460191|KAWANANAKOA PL|mitsubishi|2/20/2016
4AVQE72ENCH613003|KAWANANAKOA PL| toyota|3/23/2012
4CWOB68KBGT987859|HIAPAIOLE LP| porsche|10/7/2017
5JTJP6STRN841219|ALA WAI BLVD| volvo|12/30/2016
4JJFK39NGGZ677198|ALA AOLANI| nissan|7/23/2014
2HTDD67ZEEY719069|KOKEA ST| subaru|6/12/2012
4SPYR52SDRI178884|KOKEA ST| porsche|7/3/2015
3ZNZL28UNYM555866|KULUKEOE ST|renault|10/12/2016
3WRMI40GFIU908524|KULUKEOE ST| mercury|3/6/2013
1ASWI53AKZA753928|KULUKEOE ST|mitsubishi|2/21/2015
1XUIH18PDNF173004|KULUKEOE ST| mercedes-benz|1/5/2011
1OXTS71OSJS786200|KAKALA ST| honda|8/7/2012
3UFUD58VULG661289|KOMO MAI DR| porsche|12/11/2013
2XEUA51PCPE590985|PENSACOLA ST| mazda|6/4/2016
5MPMT90YAKO211402|PENSACOLA ST| porsche|9/11/2016
5FHYH72XPCK210467|PENSACOLA ST| porsche|7/4/2015
5USES0MINX184926|ELM ST| volkswagen|8/15/2015
2SMLW57EKQS253735|KUANOO ST| alfa-romero|8/7/2011
3OYIT48FWGF898289|KAWELOKA ST|mitsubishi|5/17/2015
2NQPO60QGQP189900|MANONO ST| volvo|9/21/2012
5UZRB5ZIST95012|CARLOS LONG ST| volkswagen|11/24/2014
3DOHA19ZFZH272697|LUMIAINA ST|mitsubishi|5/28/2017
2JVNW21FZJN842684|MALUNIU AVE| chevrolet|1/18/2012
5XASG81GSGV466306|LIKINI ST| volkswagen|12/7/2011
4UIDS85AWNN584242|MIKIOLA DR| volvo|6/17/2012
1CSCF80XQTL188898|AUPUNI ST|renault|3/30/2014
4ZPKL14CENR729312|HALEAKALA AVE| plymouth|7/2/2013
2MUVH74FFQS674554|APOEPOE ST| audi|5/16/2017
5OQML96ZSEO912263|EKELA AVE| toyota|3/20/2017
1EKWP11PDBK62716|KAMOAWA ST| dodge|6/9/2017
3OOJC23HWXC172575|IMUA PL| plymouth|1/11/2014
2JIZF61DULR737602|PANANA ST|renault|5/15/2011
5FIDL5ZNHS738098|KEOKEA PL| chevrolet|10/31/2012
1KOEF89QIHK134693|UMENA ST| mercury|7/28/2012
5SYSW51LXMB809035|KAM IV RD| jaguar|11/18/2011
3LWKK29OZDQ106488|HONEHONE ST| mercury|7/9/2013
1LNAM21QALZ779712|HONEHONE ST| toyota|4/21/2013
3HMZW95NZNL892212|UALENA ST| chevrolet|9/7/2012
4ITUP80CYXP675727|HONEHONE ST|renault|8/21/2012
5QHWX8ZJZZ658612|KEANU ST| mazda|5/3/2011
4SEGB10PDJJ748283|AIALII ST| honda|4/5/2012
4XUKV79OKXB457976|PIIKOI ST| bmw|10/3/2013
3GEQD94YSPM166648|MONTE ST| mercury|10/17/2016
3BJCP57JMXE889458|IMIPONO PL|renault|9/26/2014
4BFBW32OCKC5074|KANIAHE ST| jaguar|5/24/2015
2SVFB97RLLW493569|IMIPONO PL|mitsubishi|4/18/2012
5MQNU65QLBQ324755|ALA AOLANI| subaru|3/25/2015
4OQSV9RNNO74555|AHUULA ST| subaru|7/23/2011
1BUCH22IUFO428562|PANANA ST|renault|4/15/2013
2OMFR79YJQM264284|PANANA ST| dodge|4/6/2013
5MWGI74WMUM995856|KAPAHULU AVE| audi|7/18/2017
1ZTJA50IPCU591142|KANUNU ST| audi|6/10/2012
2WNFW84QJJN908091|MAUNAKEA ST| nissan|6/26/2017
3JYIX66TARG45778|WAINIHA ST|mitsubishi|10/29/2015
5FUSB96OKDY56036|HAWAII KAI DR| alfa-romero|5/21/2015
5KHGB57TPVE926811|KAM HWY|renault|9/25/2016
